count,key,pressing_time,reaction_speed
1,p,0.13452689999999912,0.6526350000000001
2,;,0.1439439999999994,0.3457611000000007
3,p,0.12405379999999866,0.26924100000000095
4,;,0.17190909999999882,0.2858459
5,p,0.1640377000000015,0.10001929999999959
6,;,0.15610889999999955,0.04956780000000016
7,p,0.15597070000000102,0.17765279999999883
8,;,0.16807019999999895,0.03329390000000032
9,p,0.08396619999999899,0.1893494000000011
10,;,0.11206929999999815,0.18317090000000036
11,p,0.10405390000000025,0.23741659999999953
12,;,0.1267440999999998,0.1206284999999987
13,p,0.13995940000000218,0.32977029999999985
14,;,0.1400010000000016,0.09250259999999955
15,p,0.14845689999999934,0.08885190000000165
16,;,0.13597790000000032,0.11446949999999845
17,p,0.16411520000000124,0.17056990000000027
18,;,0.15588809999999853,0.08208630000000028
19,p,0.12411039999999929,0.1751136000000031
20,;,0.11998859999999922,0.1018433000000023
21,q,0.1198502000000019,0.34206500000000517
22,a,0.13187769999999688,0.34025390000000044
23,q,0.10791770000000156,0.27907030000000077
24,a,0.12400420000000167,0.15549010000000152
25,q,0.1437854999999999,0.2176005000000032
26,a,0.15196579999999926,0.14960709999999722
27,q,0.14043930000000415,0.1920531999999966
28,a,0.1320693999999989,0.09560859999999849
29,q,0.14392439999999596,0.10410590000000042
30,a,0.15220649999999836,0.08568240000000316
31,q,0.12803679999999673,0.17457759999999922
32,a,0.1040688000000003,0.1050314999999955
33,q,0.11201679999999925,0.10130370000000255
34,a,0.11581939999999946,0.03018730000000147
35,q,0.132412599999995,0.20476690000000275
36,a,0.12407649999999393,0.04414330000000177
37,q,0.11184310000000153,0.21557469999999768
38,a,0.11193460000000499,0.058469199999997556
39,q,0.14006919999999923,0.20956010000000447
40,a,0.15192899999999554,0.10531390000000584
41,o,0.14404720000000282,0.4412403999999981
42,l,0.1119702000000018,0.31381429999999
43,o,0.10013389999998878,0.16528089999999906
44,l,0.10417259999999828,0.2552120999999943
45,o,0.10817550000000153,0.04319190000001072
46,l,0.10401330000000542,0.2542672999999951
47,o,0.07990230000000054,0.13004779999999982
48,l,0.09603449999998759,0.19026170000000775
49,o,0.0959845999999942,0.12060300000000268
50,l,0.12422909999999376,0.03250189999999975
51,o,0.1078860000000077,0.22358109999998987
52,l,0.0919057000000123,0.047295299999987606
53,o,0.11976160000000391,0.1980578999999949
54,l,0.09606349999999964,0.03266539999999907
55,o,0.103981399999995,0.22325999999999624
56,l,0.1319026999999977,0.033927700000006666
57,o,0.11201250000000584,0.14543109999999615
58,l,0.11194400000000826,0.15102929999999049
59,o,0.10798859999999877,0.0601937999999933
60,l,0.08003779999999949,0.031846000000001595
61,w,0.1361045999999959,0.32281150000000025
62,s,0.10800289999998824,0.017209600000001046
63,w,0.1240255000000019,0.12766159999999616
64,s,0.15186939999999538,0.43064080000000615
65,w,0.15202870000000246,0.43972239999999374
66,s,0.16011899999999457,0.14502459999999928
67,w,0.13601119999999867,0.1353342999999967
68,s,0.13210680000000252,0.03685480000000041
69,w,0.1117574000000019,0.15681089999999642
70,s,0.14018689999998912,0.2699388000000056
71,w,0.1559229000000073,0.3513351999999941
72,s,0.13992910000000336,0.07088439999999707
73,w,0.1279508000000078,0.13508410000000026
74,s,0.13213079999999877,0.08856670000000122
75,w,0.12387130000000468,0.07337210000000027
76,s,0.14802319999999725,0.10149909999999807
77,w,0.13602310000000273,0.09480419999999867
78,s,0.15998290000000281,0.09968219999998951
79,w,0.15591650000000357,0.11286830000000236
80,s,0.1398781999999983,0.1265460000000047
p/;,3.0,3.5,0.5
q/;,1.0,1.0,0.0
o/a,2.0,2.0,0.0
w/s,1.0,1.0,0.0
