count,key,pressing_time,reaction_speed
1,p,0.11108999999999991,0.3880443000000007
2,;,0.10001199999999955,0.24504530000000013
3,p,0.06403390000000009,0.15033169999999973
4,;,0.1000608999999999,0.08914240000000007
5,p,0.09245879999999929,0.057573600000001335
6,;,0.11161449999999995,0.06876419999999861
7,p,0.06804949999999899,0.05078750000000021
8,;,0.09197129999999909,0.08305529999999983
9,p,0.05203359999999968,0.16357600000000083
10,;,0.09211550000000024,0.09394040000000103
11,p,0.0836471999999997,0.1115314999999999
12,;,0.11298599999999936,0.12846820000000037
13,p,0.05978580000000022,0.15181059999999924
14,;,0.09656339999999908,0.02390650000000072
15,p,0.04003750000000039,0.15354720000000022
16,;,0.11602829999999997,0.25937319999999886
17,p,0.10364230000000063,0.08245689999999861
18,;,0.11554860000000033,0.10277259999999977
19,p,0.09209970000000034,0.11510540000000091
20,;,0.11249469999999917,0.0688013999999999
21,q,0.7037700000000022,0.05900949999999838
22,a,0.12008499999999955,0.43870409999999893
23,q,0.1119930999999994,0.23887309999999928
24,a,0.14002349999999808,0.051885200000000964
25,q,0.11599790000000354,0.03028189999999853
26,a,0.1323282999999975,0.17822809999999834
27,q,0.15594529999999907,0.38906890000000516
28,a,0.13202460000000116,0.04157809999999529
29,q,0.11224020000000223,0.12867819999999597
30,a,0.1306535000000011,0.0018779000000037627
31,q,0.11205679999999774,0.074418399999999
32,a,0.14765020000000106,0.027831200000001388
33,q,0.11997610000000236,0.06906829999999786
34,a,0.11999320000000324,0.04035119999999637
35,q,0.11188599999999838,0.12628899999999987
36,a,0.12393020000000377,0.03530989999999434
37,q,0.10798659999999671,0.05663040000000308
38,a,0.1319799000000046,0.07394389999999618
39,q,0.08405249999999853,0.11642930000000007
40,a,0.12000619999999884,0.0775885000000045
41,o,0.052035799999998744,0.3062635
42,l,0.068414599999997,0.07604180000000582
43,o,0.0800573,0.09190909999999519
44,l,0.08442970000000116,0.043147900000001016
45,o,0.08006730000000317,0.05820800000000048
46,l,0.05539279999999991,0.018540199999996787
47,o,0.04395319999999714,0.18669069999999977
48,l,0.083980099999998,0.08554209999999784
49,o,0.10834429999999884,0.053000799999999515
50,l,0.1042726000000016,0.0303615999999991
51,o,0.0917892000000009,0.05168469999999559
52,l,0.09999399999999525,0.4505967999999996
53,o,0.06795989999999819,0.2561265000000006
54,l,0.08801049999999577,0.05571370000000542
55,o,0.07241000000000497,0.08010519999999843
56,l,0.09252039999999795,0.016940099999999347
57,o,0.08797570000000121,0.011860800000000893
58,l,0.0480453000000054,0.06968359999999763
59,o,0.1079441999999986,0.5937424000000036
60,l,0.08787900000000093,0.2854321000000013
61,w,0.10407460000000412,0.28972210000000587
62,s,0.12005130000000008,0.2140053999999907
63,w,0.11211710000000608,0.06996099999999217
64,s,0.1081208000000089,0.007772699999989641
65,w,0.11593410000000404,0.10906959999999799
66,s,0.1159025999999983,0.012044299999999453
67,w,0.12386579999999014,0.09182619999999986
68,s,0.09200859999999977,0.28974080000000413
69,w,0.11996129999999994,0.17669790000000773
70,s,0.11610229999999433,0.01582810000000734
71,w,0.11206549999999993,0.05984699999999066
72,s,0.09884599999999466,0.03204200000000412
73,w,0.11190560000000005,0.1384248000000099
74,s,0.11595360000001165,0.056174899999987815
75,w,0.1319912999999957,0.06528529999999932
76,s,0.1196845000000053,0.07740400000000136
77,w,0.1199766000000011,0.046601400000000126
78,s,0.11599900000000218,0.14764619999999695
79,w,0.11608510000000649,0.34623969999999815
80,s,0.12797730000001195,0.013233799999994744
p/;,4.0,4.5,0.5
q/;,1.0,1.0,0.0
o/a,2.0,3.0,1.0
w/s,1.0,1.0,0.0
