count,key,pressing_time,reaction_speed
1,p,0.09086980000000011,0.32565059999999946
2,;,0.10359680000000004,0.27013209999999965
3,p,0.07152590000000103,0.1933720999999995
4,;,0.13220800000000033,0.17453339999999962
5,p,0.08407019999999932,0.1932589
6,;,0.07197820000000021,0.08992739999999877
7,p,0.07995449999999948,0.07027180000000044
8,;,0.09191889999999958,0.04882839999999966
9,p,0.11994550000000004,0.14950140000000012
10,;,0.10787580000000041,0.0382365999999994
11,p,0.11202279999999831,0.10620460000000165
12,;,0.09159569999999917,0.12561110000000042
13,p,0.09990149999999787,0.09012140000000102
14,;,0.10783350000000169,0.12191899999999833
15,p,0.09987470000000087,0.07457349999999963
16,;,0.08390900000000201,0.10795069999999996
17,p,0.10414130000000199,0.10773299999999963
18,;,0.08803789999999978,0.08693859999999987
19,p,0.051625699999998886,0.2422822999999994
20,;,0.08815950000000328,0.11296630000000007
21,q,0.12394019999999983,0.31813190000000446
22,a,0.1279931999999988,0.2717534000000015
23,q,0.11203190000000518,0.10303609999999708
24,a,0.11192179999999752,0.0858926000000011
25,q,0.10798030000000125,0.10599090000000189
26,a,0.14407290000000472,0.06521079999999557
27,q,0.10826050000000009,0.042963000000000306
28,a,0.12457369999999912,0.06587090000000018
29,q,0.5000811000000027,0.10198979999999835
30,a,0.12808330000000012,0.12557839999999487
31,q,0.14394870000000282,0.0789529999999985
32,a,0.15993329999999872,0.10017450000000139
33,q,0.1279149000000004,0.07922370000000001
34,a,0.10399550000000346,0.051322999999996455
35,q,0.12396929999999884,0.10980490000000032
36,a,0.13618569999999863,0.08204049999999796
37,q,0.10807980000000583,0.07073659999999649
38,a,0.11576440000000332,0.0633562000000012
39,q,0.13199730000000187,0.049014999999997144
40,a,0.10001120000000441,0.013875099999999918
41,o,0.06006129999999388,0.2872968
42,l,0.07586150000000202,0.08619259999999684
43,o,0.08798819999999807,0.03913460000000413
44,l,0.05602410000000191,0.038155700000004344
45,o,0.07206919999999428,0.027128400000002273
46,l,0.07185020000000009,0.04926300000000339
47,o,0.04791859999999559,0.08241199999999793
48,l,0.07200220000000002,0.058144699999999716
49,o,0.06389629999999613,0.06414550000000219
50,l,0.05199960000000203,0.07420289999999596
51,o,0.07596489999999534,0.058317399999999964
52,l,0.07209849999999562,0.06633550000000099
53,o,0.07607409999999959,0.10403260000000358
54,l,0.06395470000000358,0.0631126999999978
55,o,0.06805870000000169,0.08576709999999821
56,l,0.0838688999999988,0.05811909999999898
57,o,0.07209199999999782,0.0959244999999953
58,l,0.08420480000000907,0.06721189999998955
59,o,0.09204809999999952,0.09884420000000205
60,l,0.04005200000000286,0.10064729999999145
61,w,0.7800791999999888,0.07912600000000225
62,s,0.09999179999999797,0.12633339999999293
63,w,0.1319965999999937,0.8050961999999942
64,s,0.10815209999999809,0.41678759999999215
65,w,0.11602459999998871,0.1279369000000088
66,s,0.12812310000001048,0.0622307999999947
67,w,0.1196495000000084,0.11431159999999352
68,s,0.11997740000001045,0.06792399999999077
69,w,0.11602609999999913,0.10222919999999647
70,s,0.14010349999999505,0.02187510000000259
71,w,0.13201469999999915,0.055945499999992876
72,s,0.5079191000000094,0.10637690000000077
73,w,0.10799369999999442,0.1979110999999989
74,s,0.10796489999999892,0.06417810000000657
75,w,0.0959170999999941,0.0889679000000001
76,s,0.11597799999999836,0.029869700000006105
77,w,0.11609020000000214,0.10618270000000507
78,s,0.09999899999999684,0.0693385999999947
79,w,0.10395619999999894,0.13251280000000065
80,s,0.1479221000000024,0.05726700000001017
p/;,2.0,2.0,0.0
q/;,1.0,1.0,0.0
o/a,1.0,1.0,0.0
w/s,1.0,1.0,0.0
