count,key,pressing_time,reaction_speed
1,p,0.13597750000000008,0.11628500000000042
2,;,0.09597609999999968,0.0741606000000008
3,p,0.14380260000000078,0.10185959999999916
4,;,0.1121540999999997,0.005475099999999955
5,p,0.08379750000000108,0.10118209999999905
6,;,0.10401939999999854,0.03424270000000007
7,p,0.10013529999999982,0.06102150000000073
8,;,0.10400400000000154,0.10445169999999848
9,p,0.12397400000000047,0.1112157000000007
10,;,0.12404680000000035,0.021836399999999756
11,p,0.11266509999999919,0.05426160000000024
12,;,0.10394050000000021,0.04178489999999968
13,p,0.11598410000000037,0.01187309999999897
14,;,0.1002263999999986,0.013915200000001349
15,p,0.12060140000000175,0.055897099999999256
16,;,0.08800229999999942,0.04103869999999965
17,p,0.1318558999999997,0.13599490000000003
18,;,0.13227309999999903,0.02742369999999994
19,p,0.12010209999999688,0.03999880000000289
20,;,0.0843051999999993,0.01739700000000255
21,q,0.15570120000000998,0.27066029999997454
22,a,0.13983229999996638,0.20550270000001092
23,q,0.16404900000003408,0.13441459999995686
24,a,0.1558886000000257,0.232998699999996
25,q,0.11980479999999716,0.08931000000001177
26,a,0.13956880000000638,0.07054279999999835
27,q,0.12020539999997482,0.09323800000004212
28,a,0.12796769999999924,0.06940459999998438
29,q,0.12392110000001821,0.07602570000000242
30,a,0.11197219999996832,0.07528660000002674
31,q,0.12406850000002123,0.1555127999999968
32,a,0.1280563999999913,0.09335169999997106
33,q,0.1201055000000224,0.08617029999999204
34,a,0.13544869999998355,0.04707590000003847
35,q,0.11590269999999236,0.034184200000026976
36,a,0.120140699999979,0.019804899999996906
37,q,0.136224000000027,0.12267520000000331
38,a,0.1270951999999852,0.046473900000023605
39,q,0.1319768000000181,0.06520549999999048
40,a,0.13614999999998645,0.020968600000003335
41,o,0.09986870000000181,0.3263071000000082
42,l,0.12819780000000947,0.04875920000000633
43,o,0.09591530000000148,0.027096499999970547
44,l,0.08799290000001747,0.09740030000000388
45,o,0.0958908000000065,0.047570699999994304
46,l,0.07585619999997562,0.09735699999998815
47,o,0.08383120000002009,0.08082810000001928
48,l,0.14008239999998295,0.17698960000001307
49,o,0.1041806000000065,0.03433300000000372
50,l,0.09600220000004356,0.024642999999969106
51,o,0.09967110000002322,0.09361129999996365
52,l,0.09174849999999424,0.08161300000000438
53,o,0.11187089999998534,0.04516830000000027
54,l,0.096267800000021,0.11808179999997037
55,o,0.09186119999998255,0.040363700000000335
56,l,0.10016840000002958,0.04005819999997584
57,o,0.06413789999999153,0.06291620000001785
58,l,0.1079899999999725,0.013935100000026068
59,o,0.07980559999998604,0.14426950000000716
60,l,0.09232990000003838,0.027338600000007318
61,w,0.09559059999997999,0.39396809999999505
62,s,0.11579860000000508,0.13053479999996398
63,w,0.10021969999996827,0.07181780000001936
64,s,0.10406879999999319,0.05085350000001654
65,w,0.11199299999998402,0.08541569999999865
66,s,0.11994690000000219,0.056556599999964874
67,w,0.11170260000000098,0.174770599999988
68,s,0.11196769999997969,0.004739599999993516
69,w,0.1078923999999688,0.0975976000000287
70,s,0.10413970000001882,0.018646199999977853
71,w,0.14805949999998802,0.11731830000002219
72,s,0.5762814999999932,0.10287299999998822
73,w,0.10788409999997839,0.22387240000000475
74,s,0.11610689999997703,0.07527590000000828
75,w,0.12012089999996078,0.09211800000002768
76,s,0.12034240000002683,0.049458000000015545
77,w,0.11210270000003675,0.0929370999999719
78,s,0.12015050000002248,0.058536800000013045
79,w,0.13989829999997028,0.049065299999995204
80,s,0.11187949999998636,0.045504399999970246
p/;,3.5,4.0,0.5
q/;,1.0,1.0,0.0
o/a,3.0,3.0,0.0
w/s,1.0,1.0,0.0
